areaCode,areaName,areaType,date,cumCasesByPublishDate
W06000024,Merthyr Tydfil,utla,2021-05-21,6740
N09000005,Derry City and Strabane,utla,2021-05-20,12616
S12000006,Dumfries and Galloway,utla,2021-05-20,4214
S12000020,Moray,utla,2021-05-20,1769
S12000026,Scottish Borders,utla,2021-05-20,2907
W06000022,Newport,utla,2021-05-20,11438
W06000024,Merthyr Tydfil,utla,2021-05-20,6739
N09000005,Derry City and Strabane,utla,2021-05-19,12591
S12000006,Dumfries and Galloway,utla,2021-05-19,4213
S12000020,Moray,utla,2021-05-19,1769
S12000026,Scottish Borders,utla,2021-05-19,2905
W06000022,Newport,utla,2021-05-19,11432
W06000024,Merthyr Tydfil,utla,2021-05-19,6739
N09000005,Derry City and Strabane,utla,2021-05-18,12578
S12000006,Dumfries and Galloway,utla,2021-05-18,4212
S12000020,Moray,utla,2021-05-18,1761
S12000026,Scottish Borders,utla,2021-05-18,2903
W06000022,Newport,utla,2021-05-18,11424
W06000024,Merthyr Tydfil,utla,2021-05-18,6739
N09000005,Derry City and Strabane,utla,2021-05-17,12561
S12000006,Dumfries and Galloway,utla,2021-05-17,4212
S12000020,Moray,utla,2021-05-17,1760
S12000026,Scottish Borders,utla,2021-05-17,2902
W06000022,Newport,utla,2021-05-17,11419
W06000024,Merthyr Tydfil,utla,2021-05-17,6739
N09000005,Derry City and Strabane,utla,2021-05-16,12517
S12000006,Dumfries and Galloway,utla,2021-05-16,4212
S12000020,Moray,utla,2021-05-16,1760
S12000026,Scottish Borders,utla,2021-05-16,2902
W06000022,Newport,utla,2021-05-16,11408
W06000024,Merthyr Tydfil,utla,2021-05-16,6738
N09000005,Derry City and Strabane,utla,2021-05-15,12517
S12000006,Dumfries and Galloway,utla,2021-05-15,4212
S12000020,Moray,utla,2021-05-15,1751
S12000026,Scottish Borders,utla,2021-05-15,2901
W06000022,Newport,utla,2021-05-15,11403
W06000024,Merthyr Tydfil,utla,2021-05-15,6736
N09000005,Derry City and Strabane,utla,2021-05-14,12517
S12000006,Dumfries and Galloway,utla,2021-05-14,4210
S12000020,Moray,utla,2021-05-14,1745
S12000026,Scottish Borders,utla,2021-05-14,2900
W06000022,Newport,utla,2021-05-14,11403
W06000024,Merthyr Tydfil,utla,2021-05-14,6736
N09000005,Derry City and Strabane,utla,2021-05-13,12489
S12000006,Dumfries and Galloway,utla,2021-05-13,4210
S12000020,Moray,utla,2021-05-13,1735
S12000026,Scottish Borders,utla,2021-05-13,2897
W06000022,Newport,utla,2021-05-13,11389
W06000024,Merthyr Tydfil,utla,2021-05-13,6736
N09000005,Derry City and Strabane,utla,2021-05-12,12461
S12000006,Dumfries and Galloway,utla,2021-05-12,4211
S12000020,Moray,utla,2021-05-12,1733
S12000026,Scottish Borders,utla,2021-05-12,2897
W06000022,Newport,utla,2021-05-12,11380
W06000024,Merthyr Tydfil,utla,2021-05-12,6736
N09000005,Derry City and Strabane,utla,2021-05-11,12440
S12000006,Dumfries and Galloway,utla,2021-05-11,4208
S12000020,Moray,utla,2021-05-11,1723
S12000026,Scottish Borders,utla,2021-05-11,2897
W06000022,Newport,utla,2021-05-11,11378
W06000024,Merthyr Tydfil,utla,2021-05-11,6735
N09000005,Derry City and Strabane,utla,2021-05-10,12415
S12000006,Dumfries and Galloway,utla,2021-05-10,4208
S12000020,Moray,utla,2021-05-10,1715
S12000026,Scottish Borders,utla,2021-05-10,2897
W06000022,Newport,utla,2021-05-10,11377
W06000024,Merthyr Tydfil,utla,2021-05-10,6734
N09000005,Derry City and Strabane,utla,2021-05-09,12359
S12000006,Dumfries and Galloway,utla,2021-05-09,4208
S12000020,Moray,utla,2021-05-09,1702
S12000026,Scottish Borders,utla,2021-05-09,2897
W06000022,Newport,utla,2021-05-09,11352
W06000024,Merthyr Tydfil,utla,2021-05-09,6732
N09000005,Derry City and Strabane,utla,2021-05-08,12359
S12000006,Dumfries and Galloway,utla,2021-05-08,4206
S12000020,Moray,utla,2021-05-08,1693
S12000026,Scottish Borders,utla,2021-05-08,2896
W06000022,Newport,utla,2021-05-08,11348
W06000024,Merthyr Tydfil,utla,2021-05-08,6730
N09000005,Derry City and Strabane,utla,2021-05-07,12359
S12000006,Dumfries and Galloway,utla,2021-05-07,4205
S12000020,Moray,utla,2021-05-07,1686
S12000026,Scottish Borders,utla,2021-05-07,2894
W06000022,Newport,utla,2021-05-07,11348
W06000024,Merthyr Tydfil,utla,2021-05-07,6730
N09000005,Derry City and Strabane,utla,2021-05-06,12346
S12000006,Dumfries and Galloway,utla,2021-05-06,4204
S12000020,Moray,utla,2021-05-06,1670
S12000026,Scottish Borders,utla,2021-05-06,2893
W06000022,Newport,utla,2021-05-06,11339
W06000024,Merthyr Tydfil,utla,2021-05-06,6730
N09000005,Derry City and Strabane,utla,2021-05-05,12325
S12000006,Dumfries and Galloway,utla,2021-05-05,4200
S12000020,Moray,utla,2021-05-05,1638
S12000026,Scottish Borders,utla,2021-05-05,2892
W06000022,Newport,utla,2021-05-05,11337
W06000024,Merthyr Tydfil,utla,2021-05-05,6730
N09000005,Derry City and Strabane,utla,2021-05-04,12305
S12000006,Dumfries and Galloway,utla,2021-05-04,4200
S12000020,Moray,utla,2021-05-04,1628
S12000026,Scottish Borders,utla,2021-05-04,2892
W06000022,Newport,utla,2021-05-04,11334
W06000024,Merthyr Tydfil,utla,2021-05-04,6730
N09000005,Derry City and Strabane,utla,2021-05-03,12227
S12000006,Dumfries and Galloway,utla,2021-05-03,4197
S12000020,Moray,utla,2021-05-03,1613
S12000026,Scottish Borders,utla,2021-05-03,2891
W06000022,Newport,utla,2021-05-03,11322
W06000024,Merthyr Tydfil,utla,2021-05-03,6730
N09000005,Derry City and Strabane,utla,2021-05-02,12227
S12000006,Dumfries and Galloway,utla,2021-05-02,4197
S12000020,Moray,utla,2021-05-02,1613
S12000026,Scottish Borders,utla,2021-05-02,2891
W06000022,Newport,utla,2021-05-02,11322
W06000024,Merthyr Tydfil,utla,2021-05-02,6730
N09000005,Derry City and Strabane,utla,2021-05-01,12227
S12000006,Dumfries and Galloway,utla,2021-05-01,4197
S12000020,Moray,utla,2021-05-01,1600
S12000026,Scottish Borders,utla,2021-05-01,2890
W06000022,Newport,utla,2021-05-01,11316
W06000024,Merthyr Tydfil,utla,2021-05-01,6728
N09000005,Derry City and Strabane,utla,2021-04-30,12227
S12000006,Dumfries and Galloway,utla,2021-04-30,4190
S12000020,Moray,utla,2021-04-30,1592
S12000026,Scottish Borders,utla,2021-04-30,2890
W06000022,Newport,utla,2021-04-30,11316
W06000024,Merthyr Tydfil,utla,2021-04-30,6728
N09000005,Derry City and Strabane,utla,2021-04-29,12199
S12000006,Dumfries and Galloway,utla,2021-04-29,4184
S12000020,Moray,utla,2021-04-29,1576
S12000026,Scottish Borders,utla,2021-04-29,2887
W06000022,Newport,utla,2021-04-29,11311
W06000024,Merthyr Tydfil,utla,2021-04-29,6728
N09000005,Derry City and Strabane,utla,2021-04-28,12175
S12000006,Dumfries and Galloway,utla,2021-04-28,4178
S12000020,Moray,utla,2021-04-28,1570
S12000026,Scottish Borders,utla,2021-04-28,2886
W06000022,Newport,utla,2021-04-28,11300
W06000024,Merthyr Tydfil,utla,2021-04-28,6726
N09000005,Derry City and Strabane,utla,2021-04-27,12152
S12000006,Dumfries and Galloway,utla,2021-04-27,4175
S12000020,Moray,utla,2021-04-27,1554
S12000026,Scottish Borders,utla,2021-04-27,2884
W06000022,Newport,utla,2021-04-27,11298
W06000024,Merthyr Tydfil,utla,2021-04-27,6726
N09000005,Derry City and Strabane,utla,2021-04-26,12138
S12000006,Dumfries and Galloway,utla,2021-04-26,4173
S12000020,Moray,utla,2021-04-26,1545
S12000026,Scottish Borders,utla,2021-04-26,2884
W06000022,Newport,utla,2021-04-26,11290
W06000024,Merthyr Tydfil,utla,2021-04-26,6725
N09000005,Derry City and Strabane,utla,2021-04-25,12132
S12000006,Dumfries and Galloway,utla,2021-04-25,4168
S12000020,Moray,utla,2021-04-25,1538
S12000026,Scottish Borders,utla,2021-04-25,2883
W06000022,Newport,utla,2021-04-25,11274
W06000024,Merthyr Tydfil,utla,2021-04-25,6723
N09000005,Derry City and Strabane,utla,2021-04-24,12123
S12000006,Dumfries and Galloway,utla,2021-04-24,4168
S12000020,Moray,utla,2021-04-24,1538
S12000026,Scottish Borders,utla,2021-04-24,2883
N09000005,Derry City and Strabane,utla,2021-04-23,12109
S12000006,Dumfries and Galloway,utla,2021-04-23,4158
S12000020,Moray,utla,2021-04-23,1533
S12000026,Scottish Borders,utla,2021-04-23,2883
W06000022,Newport,utla,2021-04-23,11271
W06000024,Merthyr Tydfil,utla,2021-04-23,6722
N09000005,Derry City and Strabane,utla,2021-04-22,12098
S12000006,Dumfries and Galloway,utla,2021-04-22,4152
S12000020,Moray,utla,2021-04-22,1532
S12000026,Scottish Borders,utla,2021-04-22,2883
W06000022,Newport,utla,2021-04-22,11270
W06000024,Merthyr Tydfil,utla,2021-04-22,6722
N09000005,Derry City and Strabane,utla,2021-04-21,12087
S12000006,Dumfries and Galloway,utla,2021-04-21,4149
S12000020,Moray,utla,2021-04-21,1521
S12000026,Scottish Borders,utla,2021-04-21,2883
W06000022,Newport,utla,2021-04-21,11265
W06000024,Merthyr Tydfil,utla,2021-04-21,6722
N09000005,Derry City and Strabane,utla,2021-04-20,12057
S12000006,Dumfries and Galloway,utla,2021-04-20,4147
S12000020,Moray,utla,2021-04-20,1515
S12000026,Scottish Borders,utla,2021-04-20,2883
W06000022,Newport,utla,2021-04-20,11258
W06000024,Merthyr Tydfil,utla,2021-04-20,6722
N09000005,Derry City and Strabane,utla,2021-04-19,12026
S12000006,Dumfries and Galloway,utla,2021-04-19,4147
S12000020,Moray,utla,2021-04-19,1500
S12000026,Scottish Borders,utla,2021-04-19,2883
W06000022,Newport,utla,2021-04-19,11246
W06000024,Merthyr Tydfil,utla,2021-04-19,6721
N09000005,Derry City and Strabane,utla,2021-04-18,12006
S12000006,Dumfries and Galloway,utla,2021-04-18,4146
S12000020,Moray,utla,2021-04-18,1497
S12000026,Scottish Borders,utla,2021-04-18,2883
W06000022,Newport,utla,2021-04-18,11240
W06000024,Merthyr Tydfil,utla,2021-04-18,6721
N09000005,Derry City and Strabane,utla,2021-04-17,11985
S12000006,Dumfries and Galloway,utla,2021-04-17,4146
S12000020,Moray,utla,2021-04-17,1495
S12000026,Scottish Borders,utla,2021-04-17,2882
N09000005,Derry City and Strabane,utla,2021-04-16,11961
S12000006,Dumfries and Galloway,utla,2021-04-16,4145
S12000020,Moray,utla,2021-04-16,1492
S12000026,Scottish Borders,utla,2021-04-16,2882
W06000022,Newport,utla,2021-04-16,11235
W06000024,Merthyr Tydfil,utla,2021-04-16,6720
N09000005,Derry City and Strabane,utla,2021-04-15,11935
S12000006,Dumfries and Galloway,utla,2021-04-15,4143
S12000020,Moray,utla,2021-04-15,1487
S12000026,Scottish Borders,utla,2021-04-15,2879
W06000022,Newport,utla,2021-04-15,11232
W06000024,Merthyr Tydfil,utla,2021-04-15,6719
N09000005,Derry City and Strabane,utla,2021-04-14,11915
S12000006,Dumfries and Galloway,utla,2021-04-14,4143
S12000020,Moray,utla,2021-04-14,1485
S12000026,Scottish Borders,utla,2021-04-14,2878
W06000022,Newport,utla,2021-04-14,11218
W06000024,Merthyr Tydfil,utla,2021-04-14,6719
N09000005,Derry City and Strabane,utla,2021-04-13,11890
S12000006,Dumfries and Galloway,utla,2021-04-13,4142
S12000020,Moray,utla,2021-04-13,1477
S12000026,Scottish Borders,utla,2021-04-13,2877
N09000005,Derry City and Strabane,utla,2021-04-12,11866
S12000006,Dumfries and Galloway,utla,2021-04-12,4142
S12000020,Moray,utla,2021-04-12,1471
S12000026,Scottish Borders,utla,2021-04-12,2877
W06000022,Newport,utla,2021-04-12,11204
W06000024,Merthyr Tydfil,utla,2021-04-12,6713
N09000005,Derry City and Strabane,utla,2021-04-11,11851
S12000006,Dumfries and Galloway,utla,2021-04-11,4141
S12000020,Moray,utla,2021-04-11,1468
S12000026,Scottish Borders,utla,2021-04-11,2877
W06000022,Newport,utla,2021-04-11,11202
W06000024,Merthyr Tydfil,utla,2021-04-11,6713
N09000005,Derry City and Strabane,utla,2021-04-10,11825
S12000006,Dumfries and Galloway,utla,2021-04-10,4140
S12000020,Moray,utla,2021-04-10,1462
S12000026,Scottish Borders,utla,2021-04-10,2877
W06000022,Newport,utla,2021-04-10,11197
W06000024,Merthyr Tydfil,utla,2021-04-10,6713
N09000005,Derry City and Strabane,utla,2021-04-09,11796
S12000006,Dumfries and Galloway,utla,2021-04-09,4139
S12000020,Moray,utla,2021-04-09,1455
S12000026,Scottish Borders,utla,2021-04-09,2876
W06000022,Newport,utla,2021-04-09,11188
W06000024,Merthyr Tydfil,utla,2021-04-09,6712
N09000005,Derry City and Strabane,utla,2021-04-08,11781
S12000006,Dumfries and Galloway,utla,2021-04-08,4137
S12000020,Moray,utla,2021-04-08,1441
S12000026,Scottish Borders,utla,2021-04-08,2875
W06000022,Newport,utla,2021-04-08,11184
W06000024,Merthyr Tydfil,utla,2021-04-08,6712
N09000005,Derry City and Strabane,utla,2021-04-07,11639
S12000006,Dumfries and Galloway,utla,2021-04-07,4137
S12000020,Moray,utla,2021-04-07,1435
S12000026,Scottish Borders,utla,2021-04-07,2874
W06000022,Newport,utla,2021-04-07,11181
W06000024,Merthyr Tydfil,utla,2021-04-07,6709
S12000006,Dumfries and Galloway,utla,2021-04-06,4137
S12000020,Moray,utla,2021-04-06,1431
S12000026,Scottish Borders,utla,2021-04-06,2874
W06000022,Newport,utla,2021-04-06,11179
W06000024,Merthyr Tydfil,utla,2021-04-06,6708
S12000006,Dumfries and Galloway,utla,2021-04-05,4137
S12000020,Moray,utla,2021-04-05,1409
S12000026,Scottish Borders,utla,2021-04-05,2872
W06000022,Newport,utla,2021-04-05,11172
W06000024,Merthyr Tydfil,utla,2021-04-05,6706
S12000006,Dumfries and Galloway,utla,2021-04-04,4137
S12000020,Moray,utla,2021-04-04,1409
S12000026,Scottish Borders,utla,2021-04-04,2872
N09000005,Derry City and Strabane,utla,2021-04-03,11598
S12000006,Dumfries and Galloway,utla,2021-04-03,4137
S12000020,Moray,utla,2021-04-03,1409
S12000026,Scottish Borders,utla,2021-04-03,2872
W06000022,Newport,utla,2021-04-03,11167
W06000024,Merthyr Tydfil,utla,2021-04-03,6702
N09000005,Derry City and Strabane,utla,2021-04-02,11586
S12000006,Dumfries and Galloway,utla,2021-04-02,4137
S12000020,Moray,utla,2021-04-02,1409
S12000026,Scottish Borders,utla,2021-04-02,2872
N09000005,Derry City and Strabane,utla,2021-04-01,11577
S12000006,Dumfries and Galloway,utla,2021-04-01,4137
S12000020,Moray,utla,2021-04-01,1409
S12000026,Scottish Borders,utla,2021-04-01,2872
W06000022,Newport,utla,2021-04-01,11164
W06000024,Merthyr Tydfil,utla,2021-04-01,6698
N09000005,Derry City and Strabane,utla,2021-03-31,11565
S12000006,Dumfries and Galloway,utla,2021-03-31,4137
S12000020,Moray,utla,2021-03-31,1406
S12000026,Scottish Borders,utla,2021-03-31,2871
W06000022,Newport,utla,2021-03-31,11157
W06000024,Merthyr Tydfil,utla,2021-03-31,6696
N09000005,Derry City and Strabane,utla,2021-03-30,11552
S12000006,Dumfries and Galloway,utla,2021-03-30,4136
S12000020,Moray,utla,2021-03-30,1399
S12000026,Scottish Borders,utla,2021-03-30,2870
W06000022,Newport,utla,2021-03-30,11156
W06000024,Merthyr Tydfil,utla,2021-03-30,6692
N09000005,Derry City and Strabane,utla,2021-03-29,11539
S12000006,Dumfries and Galloway,utla,2021-03-29,4134
S12000020,Moray,utla,2021-03-29,1397
S12000026,Scottish Borders,utla,2021-03-29,2870
W06000022,Newport,utla,2021-03-29,11152
W06000024,Merthyr Tydfil,utla,2021-03-29,6688
N09000005,Derry City and Strabane,utla,2021-03-28,11532
S12000006,Dumfries and Galloway,utla,2021-03-28,4134
S12000020,Moray,utla,2021-03-28,1389
S12000026,Scottish Borders,utla,2021-03-28,2867
W06000022,Newport,utla,2021-03-28,11148
W06000024,Merthyr Tydfil,utla,2021-03-28,6687
N09000005,Derry City and Strabane,utla,2021-03-27,11519
S12000006,Dumfries and Galloway,utla,2021-03-27,4134
S12000020,Moray,utla,2021-03-27,1386
S12000026,Scottish Borders,utla,2021-03-27,2866
W06000022,Newport,utla,2021-03-27,11144
W06000024,Merthyr Tydfil,utla,2021-03-27,6680
N09000005,Derry City and Strabane,utla,2021-03-26,11505
S12000006,Dumfries and Galloway,utla,2021-03-26,4130
S12000020,Moray,utla,2021-03-26,1366
S12000026,Scottish Borders,utla,2021-03-26,2863
W06000022,Newport,utla,2021-03-26,11130
W06000024,Merthyr Tydfil,utla,2021-03-26,6668
N09000005,Derry City and Strabane,utla,2021-03-25,11490
S12000006,Dumfries and Galloway,utla,2021-03-25,4129
S12000020,Moray,utla,2021-03-25,1355
S12000026,Scottish Borders,utla,2021-03-25,2859
W06000022,Newport,utla,2021-03-25,11124
W06000024,Merthyr Tydfil,utla,2021-03-25,6659
N09000005,Derry City and Strabane,utla,2021-03-24,11471
S12000006,Dumfries and Galloway,utla,2021-03-24,4125
S12000020,Moray,utla,2021-03-24,1344
S12000026,Scottish Borders,utla,2021-03-24,2857
W06000022,Newport,utla,2021-03-24,11110
W06000024,Merthyr Tydfil,utla,2021-03-24,6646
N09000005,Derry City and Strabane,utla,2021-03-23,11457
S12000006,Dumfries and Galloway,utla,2021-03-23,4116
S12000020,Moray,utla,2021-03-23,1327
S12000026,Scottish Borders,utla,2021-03-23,2857
W06000022,Newport,utla,2021-03-23,11101
W06000024,Merthyr Tydfil,utla,2021-03-23,6635
N09000005,Derry City and Strabane,utla,2021-03-22,11434
S12000006,Dumfries and Galloway,utla,2021-03-22,4106
S12000020,Moray,utla,2021-03-22,1314
S12000026,Scottish Borders,utla,2021-03-22,2857
W06000022,Newport,utla,2021-03-22,11094
W06000024,Merthyr Tydfil,utla,2021-03-22,6620
N09000005,Derry City and Strabane,utla,2021-03-21,11424
S12000006,Dumfries and Galloway,utla,2021-03-21,4105
S12000020,Moray,utla,2021-03-21,1309
S12000026,Scottish Borders,utla,2021-03-21,2857
W06000022,Newport,utla,2021-03-21,11081
W06000024,Merthyr Tydfil,utla,2021-03-21,6612
N09000005,Derry City and Strabane,utla,2021-03-20,11408
S12000006,Dumfries and Galloway,utla,2021-03-20,4100
S12000020,Moray,utla,2021-03-20,1305
S12000026,Scottish Borders,utla,2021-03-20,2857
W06000022,Newport,utla,2021-03-20,11068
W06000024,Merthyr Tydfil,utla,2021-03-20,6600
N09000005,Derry City and Strabane,utla,2021-03-19,11390
S12000006,Dumfries and Galloway,utla,2021-03-19,4098
S12000020,Moray,utla,2021-03-19,1297
S12000026,Scottish Borders,utla,2021-03-19,2857
W06000022,Newport,utla,2021-03-19,11054
W06000024,Merthyr Tydfil,utla,2021-03-19,6592
N09000005,Derry City and Strabane,utla,2021-03-18,11368
S12000006,Dumfries and Galloway,utla,2021-03-18,4097
S12000020,Moray,utla,2021-03-18,1293
S12000026,Scottish Borders,utla,2021-03-18,2856
W06000022,Newport,utla,2021-03-18,11043
W06000024,Merthyr Tydfil,utla,2021-03-18,6580
S12000006,Dumfries and Galloway,utla,2021-03-17,4096
S12000020,Moray,utla,2021-03-17,1290
S12000026,Scottish Borders,utla,2021-03-17,2854
W06000022,Newport,utla,2021-03-17,11033
W06000024,Merthyr Tydfil,utla,2021-03-17,6565
N09000005,Derry City and Strabane,utla,2021-03-16,11342
S12000006,Dumfries and Galloway,utla,2021-03-16,4091
S12000020,Moray,utla,2021-03-16,1286
S12000026,Scottish Borders,utla,2021-03-16,2851
W06000022,Newport,utla,2021-03-16,11026
W06000024,Merthyr Tydfil,utla,2021-03-16,6556
N09000005,Derry City and Strabane,utla,2021-03-15,11329
S12000006,Dumfries and Galloway,utla,2021-03-15,4091
S12000020,Moray,utla,2021-03-15,1283
S12000026,Scottish Borders,utla,2021-03-15,2847
W06000022,Newport,utla,2021-03-15,11015
W06000024,Merthyr Tydfil,utla,2021-03-15,6551
N09000005,Derry City and Strabane,utla,2021-03-14,11318
S12000006,Dumfries and Galloway,utla,2021-03-14,4089
S12000020,Moray,utla,2021-03-14,1280
S12000026,Scottish Borders,utla,2021-03-14,2846
W06000022,Newport,utla,2021-03-14,10996
W06000024,Merthyr Tydfil,utla,2021-03-14,6542
N09000005,Derry City and Strabane,utla,2021-03-13,11307
S12000006,Dumfries and Galloway,utla,2021-03-13,4088
S12000020,Moray,utla,2021-03-13,1277
S12000026,Scottish Borders,utla,2021-03-13,2844
W06000022,Newport,utla,2021-03-13,10982
W06000024,Merthyr Tydfil,utla,2021-03-13,6527
N09000005,Derry City and Strabane,utla,2021-03-12,11296
S12000006,Dumfries and Galloway,utla,2021-03-12,4084
S12000020,Moray,utla,2021-03-12,1271
S12000026,Scottish Borders,utla,2021-03-12,2842
W06000022,Newport,utla,2021-03-12,10973
W06000024,Merthyr Tydfil,utla,2021-03-12,6512
N09000005,Derry City and Strabane,utla,2021-03-11,11285
S12000006,Dumfries and Galloway,utla,2021-03-11,4081
S12000020,Moray,utla,2021-03-11,1268
S12000026,Scottish Borders,utla,2021-03-11,2837
W06000022,Newport,utla,2021-03-11,10961
W06000024,Merthyr Tydfil,utla,2021-03-11,6496
N09000005,Derry City and Strabane,utla,2021-03-10,11272
S12000006,Dumfries and Galloway,utla,2021-03-10,4074
S12000020,Moray,utla,2021-03-10,1264
S12000026,Scottish Borders,utla,2021-03-10,2837
W06000022,Newport,utla,2021-03-10,10956
W06000024,Merthyr Tydfil,utla,2021-03-10,6470
N09000005,Derry City and Strabane,utla,2021-03-09,11268
S12000006,Dumfries and Galloway,utla,2021-03-09,4069
S12000020,Moray,utla,2021-03-09,1263
S12000026,Scottish Borders,utla,2021-03-09,2835
W06000022,Newport,utla,2021-03-09,10943
W06000024,Merthyr Tydfil,utla,2021-03-09,6455
N09000005,Derry City and Strabane,utla,2021-03-08,11256
S12000006,Dumfries and Galloway,utla,2021-03-08,4061
S12000020,Moray,utla,2021-03-08,1261
S12000026,Scottish Borders,utla,2021-03-08,2833
W06000022,Newport,utla,2021-03-08,10934
W06000024,Merthyr Tydfil,utla,2021-03-08,6453
N09000005,Derry City and Strabane,utla,2021-03-07,11247
S12000006,Dumfries and Galloway,utla,2021-03-07,4060
S12000020,Moray,utla,2021-03-07,1257
S12000026,Scottish Borders,utla,2021-03-07,2827
W06000022,Newport,utla,2021-03-07,10923
W06000024,Merthyr Tydfil,utla,2021-03-07,6448
N09000005,Derry City and Strabane,utla,2021-03-06,11240
S12000006,Dumfries and Galloway,utla,2021-03-06,4056
S12000020,Moray,utla,2021-03-06,1250
S12000026,Scottish Borders,utla,2021-03-06,2824
W06000022,Newport,utla,2021-03-06,10914
W06000024,Merthyr Tydfil,utla,2021-03-06,6442
N09000005,Derry City and Strabane,utla,2021-03-05,11230
S12000006,Dumfries and Galloway,utla,2021-03-05,4052
S12000020,Moray,utla,2021-03-05,1247
S12000026,Scottish Borders,utla,2021-03-05,2820
W06000022,Newport,utla,2021-03-05,10906
W06000024,Merthyr Tydfil,utla,2021-03-05,6430
N09000005,Derry City and Strabane,utla,2021-03-04,11213
S12000006,Dumfries and Galloway,utla,2021-03-04,4048
S12000020,Moray,utla,2021-03-04,1241
S12000026,Scottish Borders,utla,2021-03-04,2816
W06000022,Newport,utla,2021-03-04,10895
W06000024,Merthyr Tydfil,utla,2021-03-04,6418
N09000005,Derry City and Strabane,utla,2021-03-03,11193
S12000006,Dumfries and Galloway,utla,2021-03-03,4045
S12000020,Moray,utla,2021-03-03,1237
S12000026,Scottish Borders,utla,2021-03-03,2813
W06000022,Newport,utla,2021-03-03,10883
W06000024,Merthyr Tydfil,utla,2021-03-03,6414
N09000005,Derry City and Strabane,utla,2021-03-02,11189
S12000006,Dumfries and Galloway,utla,2021-03-02,4043
S12000020,Moray,utla,2021-03-02,1234
S12000026,Scottish Borders,utla,2021-03-02,2810
W06000022,Newport,utla,2021-03-02,10865
W06000024,Merthyr Tydfil,utla,2021-03-02,6407
N09000005,Derry City and Strabane,utla,2021-03-01,11177
S12000006,Dumfries and Galloway,utla,2021-03-01,4040
S12000020,Moray,utla,2021-03-01,1229
S12000026,Scottish Borders,utla,2021-03-01,2807
W06000022,Newport,utla,2021-03-01,10854
W06000024,Merthyr Tydfil,utla,2021-03-01,6400
N09000005,Derry City and Strabane,utla,2021-02-28,11168
S12000006,Dumfries and Galloway,utla,2021-02-28,4036
S12000020,Moray,utla,2021-02-28,1226
S12000026,Scottish Borders,utla,2021-02-28,2804
W06000022,Newport,utla,2021-02-28,10845
W06000024,Merthyr Tydfil,utla,2021-02-28,6396
N09000005,Derry City and Strabane,utla,2021-02-27,11160
S12000006,Dumfries and Galloway,utla,2021-02-27,4032
S12000020,Moray,utla,2021-02-27,1220
S12000026,Scottish Borders,utla,2021-02-27,2803
W06000022,Newport,utla,2021-02-27,10835
W06000024,Merthyr Tydfil,utla,2021-02-27,6391
N09000005,Derry City and Strabane,utla,2021-02-26,11139
S12000006,Dumfries and Galloway,utla,2021-02-26,4028
S12000020,Moray,utla,2021-02-26,1212
S12000026,Scottish Borders,utla,2021-02-26,2801
W06000022,Newport,utla,2021-02-26,10827
W06000024,Merthyr Tydfil,utla,2021-02-26,6391
N09000005,Derry City and Strabane,utla,2021-02-25,11118
S12000006,Dumfries and Galloway,utla,2021-02-25,4022
S12000020,Moray,utla,2021-02-25,1206
S12000026,Scottish Borders,utla,2021-02-25,2799
W06000022,Newport,utla,2021-02-25,10809
W06000024,Merthyr Tydfil,utla,2021-02-25,6385
N09000005,Derry City and Strabane,utla,2021-02-24,11100
S12000006,Dumfries and Galloway,utla,2021-02-24,4017
S12000020,Moray,utla,2021-02-24,1201
S12000026,Scottish Borders,utla,2021-02-24,2793
W06000022,Newport,utla,2021-02-24,10786
W06000024,Merthyr Tydfil,utla,2021-02-24,6378
N09000005,Derry City and Strabane,utla,2021-02-23,11081
S12000006,Dumfries and Galloway,utla,2021-02-23,4005
S12000020,Moray,utla,2021-02-23,1196
S12000026,Scottish Borders,utla,2021-02-23,2791
W06000022,Newport,utla,2021-02-23,10769
W06000024,Merthyr Tydfil,utla,2021-02-23,6376
N09000005,Derry City and Strabane,utla,2021-02-22,11068
S12000006,Dumfries and Galloway,utla,2021-02-22,3993
S12000020,Moray,utla,2021-02-22,1193
S12000026,Scottish Borders,utla,2021-02-22,2790
W06000022,Newport,utla,2021-02-22,10755
W06000024,Merthyr Tydfil,utla,2021-02-22,6364
N09000005,Derry City and Strabane,utla,2021-02-21,11057
S12000006,Dumfries and Galloway,utla,2021-02-21,3985
S12000020,Moray,utla,2021-02-21,1183
S12000026,Scottish Borders,utla,2021-02-21,2784
W06000022,Newport,utla,2021-02-21,10743
W06000024,Merthyr Tydfil,utla,2021-02-21,6358
N09000005,Derry City and Strabane,utla,2021-02-20,11024
S12000006,Dumfries and Galloway,utla,2021-02-20,3982
S12000020,Moray,utla,2021-02-20,1166
S12000026,Scottish Borders,utla,2021-02-20,2779
W06000022,Newport,utla,2021-02-20,10730
W06000024,Merthyr Tydfil,utla,2021-02-20,6356
N09000005,Derry City and Strabane,utla,2021-02-19,11024
S12000006,Dumfries and Galloway,utla,2021-02-19,3964
S12000020,Moray,utla,2021-02-19,1158
S12000026,Scottish Borders,utla,2021-02-19,2766
W06000022,Newport,utla,2021-02-19,10695
W06000024,Merthyr Tydfil,utla,2021-02-19,6356
N09000005,Derry City and Strabane,utla,2021-02-18,11007
S12000006,Dumfries and Galloway,utla,2021-02-18,3948
S12000020,Moray,utla,2021-02-18,1155
S12000026,Scottish Borders,utla,2021-02-18,2759
