areaCode,areaName,areaType,date,cumCasesByPublishDate
S12000042,Dundee City,utla,2021-10-14,20113
N09000001,Antrim and Newtownabbey,utla,2021-10-13,17500
S12000014,Falkirk,utla,2021-10-13,17083
S12000030,Stirling,utla,2021-10-13,9109
S12000040,West Lothian,utla,2021-10-13,21348
S12000042,Dundee City,utla,2021-10-13,20028
N09000001,Antrim and Newtownabbey,utla,2021-10-12,17368
S12000014,Falkirk,utla,2021-10-12,16990
S12000030,Stirling,utla,2021-10-12,9040
S12000040,West Lothian,utla,2021-10-12,21239
S12000042,Dundee City,utla,2021-10-12,19925
N09000001,Antrim and Newtownabbey,utla,2021-10-11,17275
S12000014,Falkirk,utla,2021-10-11,16941
S12000030,Stirling,utla,2021-10-11,8991
S12000040,West Lothian,utla,2021-10-11,21157
S12000042,Dundee City,utla,2021-10-11,19848
N09000001,Antrim and Newtownabbey,utla,2021-10-10,16965
S12000014,Falkirk,utla,2021-10-10,16879
S12000030,Stirling,utla,2021-10-10,8922
S12000040,West Lothian,utla,2021-10-10,21029
S12000042,Dundee City,utla,2021-10-10,19789
N09000001,Antrim and Newtownabbey,utla,2021-10-09,16965
S12000014,Falkirk,utla,2021-10-09,16794
S12000030,Stirling,utla,2021-10-09,8837
S12000040,West Lothian,utla,2021-10-09,20880
S12000042,Dundee City,utla,2021-10-09,19696
N09000001,Antrim and Newtownabbey,utla,2021-10-08,16965
S12000014,Falkirk,utla,2021-10-08,16730
S12000030,Stirling,utla,2021-10-08,8774
S12000040,West Lothian,utla,2021-10-08,20779
S12000042,Dundee City,utla,2021-10-08,19609
N09000001,Antrim and Newtownabbey,utla,2021-10-07,16875
S12000014,Falkirk,utla,2021-10-07,16604
S12000030,Stirling,utla,2021-10-07,8724
S12000040,West Lothian,utla,2021-10-07,20661
S12000042,Dundee City,utla,2021-10-07,19506
N09000001,Antrim and Newtownabbey,utla,2021-10-06,16780
S12000014,Falkirk,utla,2021-10-06,16496
S12000030,Stirling,utla,2021-10-06,8665
S12000040,West Lothian,utla,2021-10-06,20542
S12000042,Dundee City,utla,2021-10-06,19393
N09000001,Antrim and Newtownabbey,utla,2021-10-05,16691
S12000014,Falkirk,utla,2021-10-05,16383
S12000030,Stirling,utla,2021-10-05,8589
S12000040,West Lothian,utla,2021-10-05,20389
S12000042,Dundee City,utla,2021-10-05,19274
N09000001,Antrim and Newtownabbey,utla,2021-10-04,16593
S12000014,Falkirk,utla,2021-10-04,16309
S12000030,Stirling,utla,2021-10-04,8525
S12000040,West Lothian,utla,2021-10-04,20278
S12000042,Dundee City,utla,2021-10-04,19201
N09000001,Antrim and Newtownabbey,utla,2021-10-03,16327
S12000014,Falkirk,utla,2021-10-03,16241
S12000030,Stirling,utla,2021-10-03,8491
S12000040,West Lothian,utla,2021-10-03,20193
S12000042,Dundee City,utla,2021-10-03,19134
N09000001,Antrim and Newtownabbey,utla,2021-10-02,16327
S12000014,Falkirk,utla,2021-10-02,16153
S12000030,Stirling,utla,2021-10-02,8448
S12000040,West Lothian,utla,2021-10-02,20102
S12000042,Dundee City,utla,2021-10-02,19058
N09000001,Antrim and Newtownabbey,utla,2021-10-01,16327
S12000014,Falkirk,utla,2021-10-01,16063
S12000030,Stirling,utla,2021-10-01,8400
S12000040,West Lothian,utla,2021-10-01,19945
S12000042,Dundee City,utla,2021-10-01,18988
N09000001,Antrim and Newtownabbey,utla,2021-09-30,16226
S12000014,Falkirk,utla,2021-09-30,15960
S12000030,Stirling,utla,2021-09-30,8366
S12000040,West Lothian,utla,2021-09-30,19819
S12000042,Dundee City,utla,2021-09-30,18908
N09000001,Antrim and Newtownabbey,utla,2021-09-29,16135
S12000014,Falkirk,utla,2021-09-29,15870
S12000030,Stirling,utla,2021-09-29,8327
S12000040,West Lothian,utla,2021-09-29,19655
S12000042,Dundee City,utla,2021-09-29,18812
N09000001,Antrim and Newtownabbey,utla,2021-09-28,16022
S12000014,Falkirk,utla,2021-09-28,15749
S12000030,Stirling,utla,2021-09-28,8250
S12000040,West Lothian,utla,2021-09-28,19528
S12000042,Dundee City,utla,2021-09-28,18686
N09000001,Antrim and Newtownabbey,utla,2021-09-27,15917
S12000014,Falkirk,utla,2021-09-27,15650
S12000030,Stirling,utla,2021-09-27,8216
S12000040,West Lothian,utla,2021-09-27,19420
S12000042,Dundee City,utla,2021-09-27,18604
N09000001,Antrim and Newtownabbey,utla,2021-09-26,15674
S12000014,Falkirk,utla,2021-09-26,15575
S12000030,Stirling,utla,2021-09-26,8183
S12000040,West Lothian,utla,2021-09-26,19313
S12000042,Dundee City,utla,2021-09-26,18530
N09000001,Antrim and Newtownabbey,utla,2021-09-25,15674
S12000014,Falkirk,utla,2021-09-25,15497
S12000030,Stirling,utla,2021-09-25,8130
S12000040,West Lothian,utla,2021-09-25,19204
S12000042,Dundee City,utla,2021-09-25,18454
N09000001,Antrim and Newtownabbey,utla,2021-09-24,15674
S12000014,Falkirk,utla,2021-09-24,15388
S12000030,Stirling,utla,2021-09-24,8056
S12000040,West Lothian,utla,2021-09-24,19020
S12000042,Dundee City,utla,2021-09-24,18354
N09000001,Antrim and Newtownabbey,utla,2021-09-23,15587
S12000014,Falkirk,utla,2021-09-23,15268
S12000030,Stirling,utla,2021-09-23,8011
S12000040,West Lothian,utla,2021-09-23,18851
S12000042,Dundee City,utla,2021-09-23,18211
N09000001,Antrim and Newtownabbey,utla,2021-09-22,15491
S12000014,Falkirk,utla,2021-09-22,15133
S12000030,Stirling,utla,2021-09-22,7961
S12000040,West Lothian,utla,2021-09-22,18697
S12000042,Dundee City,utla,2021-09-22,18076
N09000001,Antrim and Newtownabbey,utla,2021-09-21,15423
S12000014,Falkirk,utla,2021-09-21,14993
S12000030,Stirling,utla,2021-09-21,7898
S12000040,West Lothian,utla,2021-09-21,18550
S12000042,Dundee City,utla,2021-09-21,17921
N09000001,Antrim and Newtownabbey,utla,2021-09-20,15328
S12000014,Falkirk,utla,2021-09-20,14914
S12000030,Stirling,utla,2021-09-20,7854
S12000040,West Lothian,utla,2021-09-20,18464
S12000042,Dundee City,utla,2021-09-20,17848
N09000001,Antrim and Newtownabbey,utla,2021-09-19,15114
S12000014,Falkirk,utla,2021-09-19,14817
S12000030,Stirling,utla,2021-09-19,7807
S12000040,West Lothian,utla,2021-09-19,18359
S12000042,Dundee City,utla,2021-09-19,17766
N09000001,Antrim and Newtownabbey,utla,2021-09-18,15114
S12000014,Falkirk,utla,2021-09-18,14658
S12000030,Stirling,utla,2021-09-18,7737
S12000040,West Lothian,utla,2021-09-18,18232
S12000042,Dundee City,utla,2021-09-18,17647
N09000001,Antrim and Newtownabbey,utla,2021-09-17,15114
S12000014,Falkirk,utla,2021-09-17,14454
S12000030,Stirling,utla,2021-09-17,7601
S12000040,West Lothian,utla,2021-09-17,17989
S12000042,Dundee City,utla,2021-09-17,17467
N09000001,Antrim and Newtownabbey,utla,2021-09-16,15028
S12000014,Falkirk,utla,2021-09-16,14271
S12000030,Stirling,utla,2021-09-16,7494
S12000040,West Lothian,utla,2021-09-16,17775
S12000042,Dundee City,utla,2021-09-16,17284
N09000001,Antrim and Newtownabbey,utla,2021-09-15,14969
S12000014,Falkirk,utla,2021-09-15,14271
S12000030,Stirling,utla,2021-09-15,7494
S12000040,West Lothian,utla,2021-09-15,17775
S12000042,Dundee City,utla,2021-09-15,17284
N09000001,Antrim and Newtownabbey,utla,2021-09-14,14894
S12000014,Falkirk,utla,2021-09-14,14146
S12000030,Stirling,utla,2021-09-14,7404
S12000040,West Lothian,utla,2021-09-14,17530
S12000042,Dundee City,utla,2021-09-14,17147
N09000001,Antrim and Newtownabbey,utla,2021-09-13,14814
S12000014,Falkirk,utla,2021-09-13,14042
S12000030,Stirling,utla,2021-09-13,7347
S12000040,West Lothian,utla,2021-09-13,17398
S12000042,Dundee City,utla,2021-09-13,17045
N09000001,Antrim and Newtownabbey,utla,2021-09-12,14570
S12000014,Falkirk,utla,2021-09-12,13904
S12000030,Stirling,utla,2021-09-12,7272
S12000040,West Lothian,utla,2021-09-12,17235
S12000042,Dundee City,utla,2021-09-12,16899
N09000001,Antrim and Newtownabbey,utla,2021-09-11,14570
S12000014,Falkirk,utla,2021-09-11,13622
S12000030,Stirling,utla,2021-09-11,7092
S12000040,West Lothian,utla,2021-09-11,16816
S12000042,Dundee City,utla,2021-09-11,16585
N09000001,Antrim and Newtownabbey,utla,2021-09-10,14570
S12000014,Falkirk,utla,2021-09-10,13622
S12000030,Stirling,utla,2021-09-10,7092
S12000040,West Lothian,utla,2021-09-10,16816
S12000042,Dundee City,utla,2021-09-10,16585
N09000001,Antrim and Newtownabbey,utla,2021-09-09,14461
S12000014,Falkirk,utla,2021-09-09,13440
S12000030,Stirling,utla,2021-09-09,6987
S12000040,West Lothian,utla,2021-09-09,16595
S12000042,Dundee City,utla,2021-09-09,16388
N09000001,Antrim and Newtownabbey,utla,2021-09-08,14350
S12000014,Falkirk,utla,2021-09-08,13243
S12000030,Stirling,utla,2021-09-08,6874
S12000040,West Lothian,utla,2021-09-08,16298
S12000042,Dundee City,utla,2021-09-08,16115
N09000001,Antrim and Newtownabbey,utla,2021-09-07,14278
S12000014,Falkirk,utla,2021-09-07,13056
S12000030,Stirling,utla,2021-09-07,6789
S12000040,West Lothian,utla,2021-09-07,16133
S12000042,Dundee City,utla,2021-09-07,15996
N09000001,Antrim and Newtownabbey,utla,2021-09-06,14172
S12000014,Falkirk,utla,2021-09-06,12869
S12000030,Stirling,utla,2021-09-06,6710
S12000040,West Lothian,utla,2021-09-06,15922
S12000042,Dundee City,utla,2021-09-06,15809
N09000001,Antrim and Newtownabbey,utla,2021-09-05,13888
S12000014,Falkirk,utla,2021-09-05,12621
S12000030,Stirling,utla,2021-09-05,6598
S12000040,West Lothian,utla,2021-09-05,15707
S12000042,Dundee City,utla,2021-09-05,15632
N09000001,Antrim and Newtownabbey,utla,2021-09-04,13888
S12000014,Falkirk,utla,2021-09-04,12435
S12000030,Stirling,utla,2021-09-04,6507
S12000040,West Lothian,utla,2021-09-04,15514
S12000042,Dundee City,utla,2021-09-04,15462
N09000001,Antrim and Newtownabbey,utla,2021-09-03,13888
S12000014,Falkirk,utla,2021-09-03,12269
S12000030,Stirling,utla,2021-09-03,6435
S12000040,West Lothian,utla,2021-09-03,15316
S12000042,Dundee City,utla,2021-09-03,15308
N09000001,Antrim and Newtownabbey,utla,2021-09-02,13826
S12000014,Falkirk,utla,2021-09-02,12080
S12000030,Stirling,utla,2021-09-02,6334
S12000040,West Lothian,utla,2021-09-02,15085
S12000042,Dundee City,utla,2021-09-02,15133
N09000001,Antrim and Newtownabbey,utla,2021-09-01,13754
S12000014,Falkirk,utla,2021-09-01,11899
S12000030,Stirling,utla,2021-09-01,6263
S12000040,West Lothian,utla,2021-09-01,14868
S12000042,Dundee City,utla,2021-09-01,14938
N09000001,Antrim and Newtownabbey,utla,2021-08-31,13675
S12000014,Falkirk,utla,2021-08-31,11703
S12000030,Stirling,utla,2021-08-31,6165
S12000040,West Lothian,utla,2021-08-31,14727
S12000042,Dundee City,utla,2021-08-31,14767
N09000001,Antrim and Newtownabbey,utla,2021-08-30,13385
S12000014,Falkirk,utla,2021-08-30,11516
S12000030,Stirling,utla,2021-08-30,6062
S12000040,West Lothian,utla,2021-08-30,14501
S12000042,Dundee City,utla,2021-08-30,14586
N09000001,Antrim and Newtownabbey,utla,2021-08-29,13385
S12000014,Falkirk,utla,2021-08-29,11420
S12000030,Stirling,utla,2021-08-29,6016
S12000040,West Lothian,utla,2021-08-29,14368
S12000042,Dundee City,utla,2021-08-29,14518
N09000001,Antrim and Newtownabbey,utla,2021-08-28,13385
S12000014,Falkirk,utla,2021-08-28,11229
S12000030,Stirling,utla,2021-08-28,5936
S12000040,West Lothian,utla,2021-08-28,14187
S12000042,Dundee City,utla,2021-08-28,14329
N09000001,Antrim and Newtownabbey,utla,2021-08-27,13385
S12000014,Falkirk,utla,2021-08-27,11082
S12000030,Stirling,utla,2021-08-27,5833
S12000040,West Lothian,utla,2021-08-27,14022
S12000042,Dundee City,utla,2021-08-27,14201
N09000001,Antrim and Newtownabbey,utla,2021-08-26,13272
S12000014,Falkirk,utla,2021-08-26,10904
S12000030,Stirling,utla,2021-08-26,5744
S12000040,West Lothian,utla,2021-08-26,13783
S12000042,Dundee City,utla,2021-08-26,14041
N09000001,Antrim and Newtownabbey,utla,2021-08-25,13177
S12000014,Falkirk,utla,2021-08-25,10792
S12000030,Stirling,utla,2021-08-25,5673
S12000040,West Lothian,utla,2021-08-25,13642
S12000042,Dundee City,utla,2021-08-25,13903
N09000001,Antrim and Newtownabbey,utla,2021-08-24,13064
S12000014,Falkirk,utla,2021-08-24,10655
S12000030,Stirling,utla,2021-08-24,5605
S12000040,West Lothian,utla,2021-08-24,13460
S12000042,Dundee City,utla,2021-08-24,13770
N09000001,Antrim and Newtownabbey,utla,2021-08-23,12969
S12000014,Falkirk,utla,2021-08-23,10556
S12000030,Stirling,utla,2021-08-23,5533
S12000040,West Lothian,utla,2021-08-23,13336
S12000042,Dundee City,utla,2021-08-23,13684
N09000001,Antrim and Newtownabbey,utla,2021-08-22,12698
S12000014,Falkirk,utla,2021-08-22,10475
S12000030,Stirling,utla,2021-08-22,5491
S12000040,West Lothian,utla,2021-08-22,13260
S12000042,Dundee City,utla,2021-08-22,13598
N09000001,Antrim and Newtownabbey,utla,2021-08-21,12698
S12000014,Falkirk,utla,2021-08-21,10394
S12000030,Stirling,utla,2021-08-21,5438
S12000040,West Lothian,utla,2021-08-21,13144
S12000042,Dundee City,utla,2021-08-21,13498
N09000001,Antrim and Newtownabbey,utla,2021-08-20,12698
S12000014,Falkirk,utla,2021-08-20,10310
S12000030,Stirling,utla,2021-08-20,5381
S12000040,West Lothian,utla,2021-08-20,13061
S12000042,Dundee City,utla,2021-08-20,13418
N09000001,Antrim and Newtownabbey,utla,2021-08-19,12569
S12000014,Falkirk,utla,2021-08-19,10222
S12000030,Stirling,utla,2021-08-19,5329
S12000040,West Lothian,utla,2021-08-19,12969
S12000042,Dundee City,utla,2021-08-19,13344
N09000001,Antrim and Newtownabbey,utla,2021-08-18,12443
S12000014,Falkirk,utla,2021-08-18,10155
S12000030,Stirling,utla,2021-08-18,5261
S12000040,West Lothian,utla,2021-08-18,12841
S12000042,Dundee City,utla,2021-08-18,13279
N09000001,Antrim and Newtownabbey,utla,2021-08-17,12355
S12000014,Falkirk,utla,2021-08-17,10081
S12000030,Stirling,utla,2021-08-17,5234
S12000040,West Lothian,utla,2021-08-17,12769
S12000042,Dundee City,utla,2021-08-17,13235
N09000001,Antrim and Newtownabbey,utla,2021-08-16,12256
S12000014,Falkirk,utla,2021-08-16,10050
S12000030,Stirling,utla,2021-08-16,5215
S12000040,West Lothian,utla,2021-08-16,12699
S12000042,Dundee City,utla,2021-08-16,13194
N09000001,Antrim and Newtownabbey,utla,2021-08-15,12002
S12000014,Falkirk,utla,2021-08-15,9997
S12000030,Stirling,utla,2021-08-15,5199
S12000040,West Lothian,utla,2021-08-15,12649
S12000042,Dundee City,utla,2021-08-15,13168
N09000001,Antrim and Newtownabbey,utla,2021-08-14,12002
S12000014,Falkirk,utla,2021-08-14,9963
S12000030,Stirling,utla,2021-08-14,5177
S12000040,West Lothian,utla,2021-08-14,12600
S12000042,Dundee City,utla,2021-08-14,13135
N09000001,Antrim and Newtownabbey,utla,2021-08-13,12002
S12000014,Falkirk,utla,2021-08-13,9933
S12000030,Stirling,utla,2021-08-13,5161
S12000040,West Lothian,utla,2021-08-13,12546
S12000042,Dundee City,utla,2021-08-13,13105
N09000001,Antrim and Newtownabbey,utla,2021-08-12,11908
S12000014,Falkirk,utla,2021-08-12,9885
S12000030,Stirling,utla,2021-08-12,5133
S12000040,West Lothian,utla,2021-08-12,12481
S12000042,Dundee City,utla,2021-08-12,13066
N09000001,Antrim and Newtownabbey,utla,2021-08-11,11808
S12000014,Falkirk,utla,2021-08-11,9844
S12000030,Stirling,utla,2021-08-11,5119
S12000040,West Lothian,utla,2021-08-11,12431
S12000042,Dundee City,utla,2021-08-11,13032
N09000001,Antrim and Newtownabbey,utla,2021-08-10,11709
S12000014,Falkirk,utla,2021-08-10,9812
S12000030,Stirling,utla,2021-08-10,5096
S12000040,West Lothian,utla,2021-08-10,12390
S12000042,Dundee City,utla,2021-08-10,12998
N09000001,Antrim and Newtownabbey,utla,2021-08-09,11600
S12000014,Falkirk,utla,2021-08-09,9785
S12000030,Stirling,utla,2021-08-09,5085
S12000040,West Lothian,utla,2021-08-09,12369
S12000042,Dundee City,utla,2021-08-09,12983
N09000001,Antrim and Newtownabbey,utla,2021-08-08,11385
S12000014,Falkirk,utla,2021-08-08,9765
S12000030,Stirling,utla,2021-08-08,5082
S12000040,West Lothian,utla,2021-08-08,12352
S12000042,Dundee City,utla,2021-08-08,12967
N09000001,Antrim and Newtownabbey,utla,2021-08-07,11385
S12000014,Falkirk,utla,2021-08-07,9733
S12000030,Stirling,utla,2021-08-07,5054
S12000040,West Lothian,utla,2021-08-07,12311
S12000042,Dundee City,utla,2021-08-07,12946
N09000001,Antrim and Newtownabbey,utla,2021-08-06,11385
S12000014,Falkirk,utla,2021-08-06,9707
S12000030,Stirling,utla,2021-08-06,5034
S12000040,West Lothian,utla,2021-08-06,12270
S12000042,Dundee City,utla,2021-08-06,12920
N09000001,Antrim and Newtownabbey,utla,2021-08-05,11301
S12000014,Falkirk,utla,2021-08-05,9669
S12000030,Stirling,utla,2021-08-05,5007
S12000040,West Lothian,utla,2021-08-05,12239
S12000042,Dundee City,utla,2021-08-05,12883
N09000001,Antrim and Newtownabbey,utla,2021-08-04,11220
S12000014,Falkirk,utla,2021-08-04,9651
S12000030,Stirling,utla,2021-08-04,4982
S12000040,West Lothian,utla,2021-08-04,12168
S12000042,Dundee City,utla,2021-08-04,12856
N09000001,Antrim and Newtownabbey,utla,2021-08-03,11144
S12000014,Falkirk,utla,2021-08-03,9624
S12000030,Stirling,utla,2021-08-03,4970
S12000040,West Lothian,utla,2021-08-03,12126
S12000042,Dundee City,utla,2021-08-03,12822
N09000001,Antrim and Newtownabbey,utla,2021-08-02,11084
S12000014,Falkirk,utla,2021-08-02,9606
S12000030,Stirling,utla,2021-08-02,4949
S12000040,West Lothian,utla,2021-08-02,12082
S12000042,Dundee City,utla,2021-08-02,12796
N09000001,Antrim and Newtownabbey,utla,2021-08-01,10859
S12000014,Falkirk,utla,2021-08-01,9594
S12000030,Stirling,utla,2021-08-01,4944
S12000040,West Lothian,utla,2021-08-01,12044
S12000042,Dundee City,utla,2021-08-01,12775
N09000001,Antrim and Newtownabbey,utla,2021-07-31,10859
S12000014,Falkirk,utla,2021-07-31,9540
S12000030,Stirling,utla,2021-07-31,4904
S12000040,West Lothian,utla,2021-07-31,11946
S12000042,Dundee City,utla,2021-07-31,12725
N09000001,Antrim and Newtownabbey,utla,2021-07-30,10859
S12000014,Falkirk,utla,2021-07-30,9540
S12000030,Stirling,utla,2021-07-30,4904
S12000040,West Lothian,utla,2021-07-30,11946
S12000042,Dundee City,utla,2021-07-30,12725
N09000001,Antrim and Newtownabbey,utla,2021-07-29,10777
S12000014,Falkirk,utla,2021-07-29,9507
S12000030,Stirling,utla,2021-07-29,4877
S12000040,West Lothian,utla,2021-07-29,11883
S12000042,Dundee City,utla,2021-07-29,12688
N09000001,Antrim and Newtownabbey,utla,2021-07-28,10660
S12000014,Falkirk,utla,2021-07-28,9474
S12000030,Stirling,utla,2021-07-28,4858
S12000040,West Lothian,utla,2021-07-28,11830
S12000042,Dundee City,utla,2021-07-28,12646
N09000001,Antrim and Newtownabbey,utla,2021-07-27,10543
S12000014,Falkirk,utla,2021-07-27,9494
S12000030,Stirling,utla,2021-07-27,4854
S12000040,West Lothian,utla,2021-07-27,11796
S12000042,Dundee City,utla,2021-07-27,12607
N09000001,Antrim and Newtownabbey,utla,2021-07-26,10443
S12000014,Falkirk,utla,2021-07-26,9457
S12000030,Stirling,utla,2021-07-26,4827
S12000040,West Lothian,utla,2021-07-26,11764
S12000042,Dundee City,utla,2021-07-26,12579
N09000001,Antrim and Newtownabbey,utla,2021-07-25,10203
S12000014,Falkirk,utla,2021-07-25,9431
S12000030,Stirling,utla,2021-07-25,4811
S12000040,West Lothian,utla,2021-07-25,11724
S12000042,Dundee City,utla,2021-07-25,12549
N09000001,Antrim and Newtownabbey,utla,2021-07-24,10203
S12000014,Falkirk,utla,2021-07-24,9395
S12000030,Stirling,utla,2021-07-24,4791
S12000040,West Lothian,utla,2021-07-24,11682
S12000042,Dundee City,utla,2021-07-24,12524
N09000001,Antrim and Newtownabbey,utla,2021-07-23,10203
S12000014,Falkirk,utla,2021-07-23,9354
S12000030,Stirling,utla,2021-07-23,4775
S12000040,West Lothian,utla,2021-07-23,11637
S12000042,Dundee City,utla,2021-07-23,12483
N09000001,Antrim and Newtownabbey,utla,2021-07-22,10115
S12000014,Falkirk,utla,2021-07-22,9316
S12000030,Stirling,utla,2021-07-22,4748
S12000040,West Lothian,utla,2021-07-22,11587
S12000042,Dundee City,utla,2021-07-22,12446
N09000001,Antrim and Newtownabbey,utla,2021-07-21,10014
S12000014,Falkirk,utla,2021-07-21,9278
S12000030,Stirling,utla,2021-07-21,4717
S12000040,West Lothian,utla,2021-07-21,11510
S12000042,Dundee City,utla,2021-07-21,12397
N09000001,Antrim and Newtownabbey,utla,2021-07-20,9888
S12000014,Falkirk,utla,2021-07-20,9229
S12000030,Stirling,utla,2021-07-20,4683
S12000040,West Lothian,utla,2021-07-20,11451
S12000042,Dundee City,utla,2021-07-20,12336
N09000001,Antrim and Newtownabbey,utla,2021-07-19,9798
S12000014,Falkirk,utla,2021-07-19,9188
S12000030,Stirling,utla,2021-07-19,4668
S12000040,West Lothian,utla,2021-07-19,11407
S12000042,Dundee City,utla,2021-07-19,12280
N09000001,Antrim and Newtownabbey,utla,2021-07-18,9479
S12000014,Falkirk,utla,2021-07-18,9132
S12000030,Stirling,utla,2021-07-18,4648
S12000040,West Lothian,utla,2021-07-18,11356
S12000042,Dundee City,utla,2021-07-18,12249
N09000001,Antrim and Newtownabbey,utla,2021-07-17,9479
S12000014,Falkirk,utla,2021-07-17,9091
S12000030,Stirling,utla,2021-07-17,4637
S12000040,West Lothian,utla,2021-07-17,11273
S12000042,Dundee City,utla,2021-07-17,12170
N09000001,Antrim and Newtownabbey,utla,2021-07-16,9479
S12000014,Falkirk,utla,2021-07-16,9000
S12000030,Stirling,utla,2021-07-16,4598
S12000040,West Lothian,utla,2021-07-16,11171
S12000042,Dundee City,utla,2021-07-16,12118
N09000001,Antrim and Newtownabbey,utla,2021-07-15,9361
S12000014,Falkirk,utla,2021-07-15,8962
S12000030,Stirling,utla,2021-07-15,4575
S12000040,West Lothian,utla,2021-07-15,11103
S12000042,Dundee City,utla,2021-07-15,12032
N09000001,Antrim and Newtownabbey,utla,2021-07-14,9263
S12000014,Falkirk,utla,2021-07-14,8931
S12000030,Stirling,utla,2021-07-14,4547
S12000040,West Lothian,utla,2021-07-14,11050
S12000042,Dundee City,utla,2021-07-14,11948
N09000001,Antrim and Newtownabbey,utla,2021-07-13,9035
S12000014,Falkirk,utla,2021-07-13,8870
S12000030,Stirling,utla,2021-07-13,4515
S12000040,West Lothian,utla,2021-07-13,10971
S12000042,Dundee City,utla,2021-07-13,11834
N09000001,Antrim and Newtownabbey,utla,2021-07-12,9035
S12000014,Falkirk,utla,2021-07-12,8795
S12000030,Stirling,utla,2021-07-12,4491
S12000040,West Lothian,utla,2021-07-12,10895
S12000042,Dundee City,utla,2021-07-12,11731
N09000001,Antrim and Newtownabbey,utla,2021-07-11,9035
S12000014,Falkirk,utla,2021-07-11,8740
S12000030,Stirling,utla,2021-07-11,4464
S12000040,West Lothian,utla,2021-07-11,10823
S12000042,Dundee City,utla,2021-07-11,11633
N09000001,Antrim and Newtownabbey,utla,2021-07-10,9035
S12000014,Falkirk,utla,2021-07-10,8674
S12000030,Stirling,utla,2021-07-10,4437
S12000040,West Lothian,utla,2021-07-10,10735
S12000042,Dundee City,utla,2021-07-10,11558
N09000001,Antrim and Newtownabbey,utla,2021-07-09,9035
S12000014,Falkirk,utla,2021-07-09,8602
S12000030,Stirling,utla,2021-07-09,4413
S12000040,West Lothian,utla,2021-07-09,10654
S12000042,Dundee City,utla,2021-07-09,11460
N09000001,Antrim and Newtownabbey,utla,2021-07-08,8971
S12000014,Falkirk,utla,2021-07-08,8487
S12000030,Stirling,utla,2021-07-08,4369
S12000040,West Lothian,utla,2021-07-08,10516
S12000042,Dundee City,utla,2021-07-08,11293
N09000001,Antrim and Newtownabbey,utla,2021-07-07,8938
S12000014,Falkirk,utla,2021-07-07,8412
S12000030,Stirling,utla,2021-07-07,4334
S12000040,West Lothian,utla,2021-07-07,10436
S12000042,Dundee City,utla,2021-07-07,11161
N09000001,Antrim and Newtownabbey,utla,2021-07-06,8916
S12000014,Falkirk,utla,2021-07-06,8316
S12000030,Stirling,utla,2021-07-06,4287
S12000040,West Lothian,utla,2021-07-06,10301
S12000042,Dundee City,utla,2021-07-06,10962
N09000001,Antrim and Newtownabbey,utla,2021-07-05,8889
S12000014,Falkirk,utla,2021-07-05,8241
S12000030,Stirling,utla,2021-07-05,4257
S12000040,West Lothian,utla,2021-07-05,10222
S12000042,Dundee City,utla,2021-07-05,10852
N09000001,Antrim and Newtownabbey,utla,2021-07-04,8825
S12000014,Falkirk,utla,2021-07-04,8203
S12000030,Stirling,utla,2021-07-04,4247
S12000040,West Lothian,utla,2021-07-04,10172
S12000042,Dundee City,utla,2021-07-04,10716
N09000001,Antrim and Newtownabbey,utla,2021-07-03,8825
S12000014,Falkirk,utla,2021-07-03,8126
S12000030,Stirling,utla,2021-07-03,4213
S12000040,West Lothian,utla,2021-07-03,10061
S12000042,Dundee City,utla,2021-07-03,10560
N09000001,Antrim and Newtownabbey,utla,2021-07-02,8825
S12000014,Falkirk,utla,2021-07-02,8057
S12000030,Stirling,utla,2021-07-02,4187
S12000040,West Lothian,utla,2021-07-02,9953
S12000042,Dundee City,utla,2021-07-02,10384
N09000001,Antrim and Newtownabbey,utla,2021-07-01,8813
S12000014,Falkirk,utla,2021-07-01,7973
S12000030,Stirling,utla,2021-07-01,4143
S12000040,West Lothian,utla,2021-07-01,9852
S12000042,Dundee City,utla,2021-07-01,10162
N09000001,Antrim and Newtownabbey,utla,2021-06-30,8792
S12000014,Falkirk,utla,2021-06-30,7877
S12000030,Stirling,utla,2021-06-30,4092
S12000040,West Lothian,utla,2021-06-30,9722
S12000042,Dundee City,utla,2021-06-30,9886
N09000001,Antrim and Newtownabbey,utla,2021-06-29,8772
S12000014,Falkirk,utla,2021-06-29,7763
S12000030,Stirling,utla,2021-06-29,4039
S12000040,West Lothian,utla,2021-06-29,9606
S12000042,Dundee City,utla,2021-06-29,9653
N09000001,Antrim and Newtownabbey,utla,2021-06-28,8760
S12000014,Falkirk,utla,2021-06-28,7678
S12000030,Stirling,utla,2021-06-28,3997
S12000040,West Lothian,utla,2021-06-28,9520
S12000042,Dundee City,utla,2021-06-28,9499
N09000001,Antrim and Newtownabbey,utla,2021-06-27,8718
S12000014,Falkirk,utla,2021-06-27,7604
S12000030,Stirling,utla,2021-06-27,3948
S12000040,West Lothian,utla,2021-06-27,9407
S12000042,Dundee City,utla,2021-06-27,9313
N09000001,Antrim and Newtownabbey,utla,2021-06-26,8718
S12000014,Falkirk,utla,2021-06-26,7535
S12000030,Stirling,utla,2021-06-26,3917
S12000040,West Lothian,utla,2021-06-26,9319
S12000042,Dundee City,utla,2021-06-26,9137
N09000001,Antrim and Newtownabbey,utla,2021-06-25,8718
S12000014,Falkirk,utla,2021-06-25,7474
S12000030,Stirling,utla,2021-06-25,3889
